user,machine,session_start,session_end,log_file
e3df06d35161f245cf5a,cheyenne,2019-10-07 15:40:43,2019-10-07 15:56:36,03a2f43888cc262e6efb
e3df06d35161f245cf5a,cheyenne,2019-07-20 04:55:53,2019-07-20 04:55:55,35d9432861305725ec32
e3df06d35161f245cf5a,casper,2019-10-08 15:12:14,2019-10-08 19:03:05,68a39b8712934c7a63ec
e3df06d35161f245cf5a,cheyenne,2019-09-14 12:11:51,2019-09-14 12:42:32,35abb78f1c881bb87ea8
e3df06d35161f245cf5a,cheyenne,2019-07-19 21:43:56,2019-07-19 23:44:18,51b7a87685fd876b24d9
e3df06d35161f245cf5a,casper,2019-10-08 20:00:41,2019-10-08 20:49:00,3dfc0c59d583210489da
e3df06d35161f245cf5a,cheyenne,2019-09-10 10:44:26,2019-09-10 12:44:28,983988148b083837c9a7
e3df06d35161f245cf5a,casper,2019-10-01 11:53:06,2019-10-01 11:53:13,22e605584c0b1fdb000c
e3df06d35161f245cf5a,casper,2019-10-07 15:09:44,2019-10-07 18:52:27,d00e1a56191b4ece1350
e3df06d35161f245cf5a,cheyenne,2019-09-22 21:40:16,2019-09-22 22:23:57,ef34c1debc2d362a8f9b
e3df06d35161f245cf5a,casper,2019-10-11 12:02:06,2019-10-11 12:34:26,0b68a7f02c649278dd9f
e3df06d35161f245cf5a,casper,2019-10-08 19:13:43,2019-10-08 19:41:26,978cb6a90c2837d802c9
e3df06d35161f245cf5a,cheyenne,2019-09-19 22:35:14,2019-09-19 22:35:19,a23985c65a225615adce
e3df06d35161f245cf5a,cheyenne,2019-07-10 21:30:24,2019-07-10 23:30:42,ee5b85eeb45496de35c7
e3df06d35161f245cf5a,cheyenne,2019-07-18 20:51:00,2019-07-18 22:51:11,8dd2f3cbd05c0977a186
e3df06d35161f245cf5a,cheyenne,2019-07-22 21:08:02,2019-07-22 23:08:44,2980e00dcd03900121c2
e3df06d35161f245cf5a,casper,2019-09-19 18:21:01,2019-09-19 19:21:54,050bdcb63607c213e53a
e3df06d35161f245cf5a,casper,2019-10-17 23:13:23,2019-10-18 00:55:15,23969fb9120f55a083f2
e3df06d35161f245cf5a,casper,2019-10-10 15:05:28,2019-10-10 19:30:21,22324a06a69cee51fbaf
e3df06d35161f245cf5a,cheyenne,2019-09-30 21:36:18,2019-09-30 21:36:21,518774cff904a86b0fe8
e3df06d35161f245cf5a,cheyenne,2019-09-20 19:55:44,2019-09-20 19:56:06,11397905c4b34bc489dd
e3df06d35161f245cf5a,cheyenne,2019-07-23 02:09:58,2019-07-23 04:10:30,677310a40dfe9ed6bc02
e3df06d35161f245cf5a,cheyenne,2019-09-18 19:48:13,2019-09-18 20:32:56,895e85366773cfd2a775
e3df06d35161f245cf5a,cheyenne,2019-09-23 15:20:54,2019-09-23 15:23:37,4af8ccadaea7ad92a494
e3df06d35161f245cf5a,cheyenne,2019-09-10 00:34:58,2019-09-10 02:35:22,32470dab00256967a73c
e3df06d35161f245cf5a,cheyenne,2019-07-22 23:30:34,2019-07-23 01:31:10,4ec238bd7edadbe844db
e3df06d35161f245cf5a,cheyenne,2019-09-18 13:04:22,2019-09-18 14:29:12,5fdcb5c19c11e8723a8c
e3df06d35161f245cf5a,cheyenne,2019-07-21 14:05:16,2019-07-21 16:05:43,a40e062fc684d4ca6f98
e3df06d35161f245cf5a,cheyenne,2019-10-18 16:45:28,2019-10-18 17:06:40,930da0bcb4bfb773a34f
e3df06d35161f245cf5a,cheyenne,2019-07-20 01:40:57,2019-07-20 02:34:42,2ff831ec8c674acd53a3
e3df06d35161f245cf5a,cheyenne,2019-09-20 17:45:58,2019-09-20 17:59:01,433bcf5ffb025ba8cb56
e3df06d35161f245cf5a,cheyenne,2019-09-12 21:53:09,2019-09-12 23:53:35,654eade96c1b5126ec52
e3df06d35161f245cf5a,cheyenne,2019-08-01 14:27:26,2019-08-01 16:27:32,418f880ff6043ee26e87
e3df06d35161f245cf5a,cheyenne,2019-09-23 10:22:34,2019-09-23 10:26:00,7c6cefb242f0fb1e90c2
e3df06d35161f245cf5a,cheyenne,2019-08-28 14:11:33,2019-08-28 15:25:11,ee1bf21c5798b4bff04c
e3df06d35161f245cf5a,casper,2019-10-16 22:23:38,2019-10-16 23:59:37,54546d0ba56f873dd293
e3df06d35161f245cf5a,cheyenne,2019-07-21 01:34:29,2019-07-21 03:35:36,c9f8f829011f5e5a765b
e3df06d35161f245cf5a,cheyenne,2019-09-21 18:33:24,2019-09-21 20:33:28,ca8b77cc69e2b7907fbb
e3df06d35161f245cf5a,cheyenne,2019-10-19 03:49:48,2019-10-19 04:50:55,b981dac460a09c88e8e9
e3df06d35161f245cf5a,cheyenne,2019-07-17 17:15:42,2019-07-17 19:16:49,a2ca57fbb22ff5e0d5fd
e3df06d35161f245cf5a,cheyenne,2019-08-26 12:33:22,2019-08-26 14:34:43,c418ae6806243c96a306
e3df06d35161f245cf5a,cheyenne,2019-07-20 12:04:08,2019-07-20 15:04:42,9d55b91e2bef0e8a54fe
e3df06d35161f245cf5a,cheyenne,2019-10-19 00:39:59,2019-10-19 02:40:19,ecb7c3a6b01cd090ddc6
e3df06d35161f245cf5a,casper,2019-10-06 22:53:21,2019-10-07 00:44:58,824437e909669649c54d
e3df06d35161f245cf5a,casper,2019-10-08 21:05:28,2019-10-08 21:10:03,da0ccb9ccaddb8a16f76
e3df06d35161f245cf5a,casper,2019-10-17 02:25:49,2019-10-17 03:57:44,4cd398f522327b218436
e3df06d35161f245cf5a,cheyenne,2019-07-19 21:24:23,2019-07-19 21:30:15,766334c67352a5c0a0b9
e3df06d35161f245cf5a,cheyenne,2019-07-08 22:34:48,2019-07-09 00:36:18,71fa18ff39b97db19640
e3df06d35161f245cf5a,casper,2019-10-07 19:11:51,2019-10-07 19:42:45,66baf1bc78cbff415713
e3df06d35161f245cf5a,cheyenne,2019-07-21 17:55:49,2019-07-21 19:56:51,9b0c10a6ddef2fea9d7d
e3df06d35161f245cf5a,cheyenne,2019-07-22 16:59:52,2019-07-22 21:00:10,7cc005ea199239848d76
e3df06d35161f245cf5a,cheyenne,2019-10-18 15:00:33,2019-10-18 16:43:41,afc6885601f537cd5aed
e3df06d35161f245cf5a,casper,2019-10-09 17:08:08,2019-10-09 19:00:45,684684db674f9db363e5
e3df06d35161f245cf5a,cheyenne,2019-07-21 22:23:46,2019-07-22 02:24:13,5f4c7b7713bd16879a73
e3df06d35161f245cf5a,cheyenne,2019-08-19 15:03:44,2019-08-19 15:04:44,f75913e7365889b7ae85
e3df06d35161f245cf5a,cheyenne,2019-09-12 14:30:08,2019-09-12 19:30:11,a1cdf3bf3a488549ef5f
e3df06d35161f245cf5a,cheyenne,2019-09-19 19:22:41,2019-09-19 22:22:57,a9aa1b79bde847374459
e3df06d35161f245cf5a,cheyenne,2019-09-19 23:18:54,2019-09-20 01:19:09,fa715b26c6f86394f3e1
e3df06d35161f245cf5a,cheyenne,2019-09-13 15:32:01,2019-09-13 17:32:21,5109364925a4052346eb
e3df06d35161f245cf5a,cheyenne,2019-07-21 11:42:00,2019-07-21 13:42:28,b94eec8ab32e493e6eeb
e3df06d35161f245cf5a,cheyenne,2019-10-10 12:34:41,2019-10-10 13:34:59,7cca98e8e25e424ca5db
e3df06d35161f245cf5a,cheyenne,2019-09-19 16:16:12,2019-09-19 18:17:13,c03638c8bc950928780c
e3df06d35161f245cf5a,casper,2019-10-11 17:17:29,2019-10-11 18:21:02,ce35ab0674a25d47e277
e3df06d35161f245cf5a,cheyenne,2019-07-16 23:54:18,2019-07-17 01:54:45,f8d071b289cad105bc63
e3df06d35161f245cf5a,cheyenne,2019-07-18 17:31:30,2019-07-18 17:32:16,5774bb84553bd62dafc6
e3df06d35161f245cf5a,cheyenne,2019-07-18 14:00:20,2019-07-18 14:02:52,9e523cc64aa830166969
e3df06d35161f245cf5a,cheyenne,2019-09-18 21:08:41,2019-09-18 21:38:49,8d982bbbc5dfb63668ef
e3df06d35161f245cf5a,cheyenne,2019-09-25 18:51:52,2019-09-25 20:52:27,70bed90cef673d354a54
e3df06d35161f245cf5a,cheyenne,2019-07-18 18:40:35,2019-07-18 18:49:08,d4b11a56b161c85482c1
e3df06d35161f245cf5a,cheyenne,2019-09-17 17:21:23,2019-09-17 20:22:38,3a3d8e5db68658682a30
e3df06d35161f245cf5a,cheyenne,2019-09-13 10:50:39,2019-09-13 12:50:52,358fc77f8a73aa8586d1
e3df06d35161f245cf5a,casper,2019-10-11 15:16:39,2019-10-11 17:06:39,cae68ba831751e9aea92
e3df06d35161f245cf5a,cheyenne,2019-09-22 17:54:27,2019-09-22 18:56:18,0923a8ede88e0cd51c9e
e3df06d35161f245cf5a,cheyenne,2019-09-20 11:14:16,2019-09-20 15:14:33,55c3615ba0316c450d6c
e3df06d35161f245cf5a,cheyenne,2019-09-15 20:02:49,2019-09-15 22:03:26,4406952e00dfe9ed174b
e3df06d35161f245cf5a,cheyenne,2019-07-22 10:36:10,2019-07-22 12:31:00,d3d24d997f34a64b8462
e3df06d35161f245cf5a,cheyenne,2019-09-22 21:30:03,2019-09-22 21:38:48,40c6570b3f6970c675d1
e3df06d35161f245cf5a,cheyenne,2019-09-17 20:23:25,2019-09-17 21:45:45,558add61e19e125c2e7f
e3df06d35161f245cf5a,cheyenne,2019-07-18 13:49:42,2019-07-18 13:57:44,5e44dba9d8f577018f01
e3df06d35161f245cf5a,casper,2019-10-08 11:59:50,2019-10-08 15:03:53,4c12c15e1386ca527e49
e3df06d35161f245cf5a,cheyenne,2019-09-14 13:06:12,2019-09-14 13:24:04,713cc62dce03e9a75aa6
e3df06d35161f245cf5a,cheyenne,2019-09-20 15:17:18,2019-09-20 16:51:25,d8bd4fd7949f49285a53
e3df06d35161f245cf5a,cheyenne,2019-07-26 10:17:09,2019-07-26 12:17:38,080daaa20f2bbdb32647
e3df06d35161f245cf5a,cheyenne,2019-10-19 02:40:58,2019-10-19 03:42:22,22b4db3723696ef095ac
e3df06d35161f245cf5a,cheyenne,2019-10-04 14:55:28,2019-10-04 15:59:18,e9c40992cfd70cab63a8
e3df06d35161f245cf5a,cheyenne,2019-09-17 10:57:39,2019-09-17 12:57:42,97bfa7958c02b535fb59
e3df06d35161f245cf5a,cheyenne,2019-10-18 19:26:30,2019-10-18 21:27:08,e034c05900b56b6dd1f8
e3df06d35161f245cf5a,cheyenne,2019-09-15 22:07:50,2019-09-16 00:08:20,79d147c85b44bb26ef56
e3df06d35161f245cf5a,casper,2019-10-06 13:04:52,2019-10-06 14:58:50,22553224c5fc2461e8e0
e3df06d35161f245cf5a,cheyenne,2019-09-10 18:18:25,2019-09-10 20:20:32,eeeefc0283c73b8f9ca5
e3df06d35161f245cf5a,cheyenne,2019-07-18 14:06:59,2019-07-18 16:08:35,a318f590bb53f1f37888
e3df06d35161f245cf5a,cheyenne,2019-09-26 10:26:24,2019-09-26 10:48:51,b41629a1733718639499
e3df06d35161f245cf5a,cheyenne,2019-07-20 10:01:09,2019-07-20 12:02:32,b84ae484e425e902e957
e3df06d35161f245cf5a,casper,2019-10-10 10:07:54,2019-10-10 15:04:18,9b7eec3a86e2c8307543
e3df06d35161f245cf5a,casper,2019-10-05 11:01:26,2019-10-05 12:42:21,fb97782deddc90ad1aba
e3df06d35161f245cf5a,casper,2019-10-11 14:31:01,2019-10-11 15:04:28,6b5271184a3aa0b367b7
e3df06d35161f245cf5a,casper,2019-10-07 00:55:15,2019-10-07 01:00:48,d3fec6ce62da76379eda
e3df06d35161f245cf5a,cheyenne,2019-09-08 21:27:52,2019-09-08 23:28:11,81b30a57f38329e6ea88
e3df06d35161f245cf5a,cheyenne,2019-07-18 18:49:38,2019-07-18 20:50:33,be0edd0d04995f3ecbb3
288c3a3142ba3c7f0384,cheyenne,2019-10-07 05:53:14,2019-10-07 07:53:14,e53e0ecede0456a3a2d7
288c3a3142ba3c7f0384,cheyenne,2019-10-15 07:03:48,2019-10-15 09:04:13,c8b745ef58af906998c7
288c3a3142ba3c7f0384,cheyenne,2019-09-23 09:29:04,2019-09-23 09:31:11,2c9b3abc7462a6e76102
288c3a3142ba3c7f0384,cheyenne,2019-10-17 03:46:30,2019-10-17 05:46:27,a54e9923d9e7b15d2d65
288c3a3142ba3c7f0384,cheyenne,2019-10-08 04:07:01,2019-10-08 10:07:05,1a13280c7e223aa207ed
288c3a3142ba3c7f0384,cheyenne,2019-09-12 03:27:33,2019-09-12 05:27:39,72327468ee562f5ad268
288c3a3142ba3c7f0384,cheyenne,2019-09-23 10:15:19,2019-09-23 10:15:37,3e66552f9715861ae126
288c3a3142ba3c7f0384,cheyenne,2019-09-23 09:25:38,2019-09-23 09:27:45,837f0d5e2a57f75be6f5
288c3a3142ba3c7f0384,cheyenne,2019-10-17 05:57:13,2019-10-17 11:57:58,b8caa239050fc536b3c0
288c3a3142ba3c7f0384,cheyenne,2019-09-23 09:32:25,2019-09-23 09:32:35,734a99878748b56355a2
288c3a3142ba3c7f0384,cheyenne,2019-10-18 01:38:38,2019-10-18 06:39:34,9cac634dcc4c9d59e28f
288c3a3142ba3c7f0384,cheyenne,2019-09-09 08:21:04,2019-09-09 10:21:11,bcff6d5f16a087d70aa7
